PGA(g),B(m),DF(m),Y(kN/m3),Beban(kN),Qult,SF,Qall
0.5,3,2,17,150,549.30,2.31,237.689312
0.5,2.5,2.5,17,150,519.60,2.27,228.9995593
0.5,2.6,2.5,17,150,531.40,2.34,227.1911073
0.5,2.7,2.5,17,150,545.50,2.48,220.4040404
0.5,2.8,2.5,17,150,560.70,2.53,221.7081851
0.5,2.9,2.5,17,150,581.90,2.57,226.244168
0.5,3,2.5,17,150,585.40,2.62,223.0945122
0.5,0.5,0.5,17,200,117.60,1.10,106.6183137
0.5,0.6,0.5,17,200,131.70,1.13,116.7553191
0.5,0.7,0.5,17,200,145.30,1.15,126.0190807
0.5,0.8,0.5,17,200,158.90,1.19,133.0820771
0.5,0.9,0.5,17,200,172.10,1.20,143.2972523
0.5,1,0.5,17,200,185.80,1.20,154.704413
0.5,1.1,0.5,17,200,198.00,1.24,159.2920354
0.5,1.2,0.5,17,200,210.70,1.29,162.9543697
0.5,1.3,0.5,17,200,226.10,1.30,174.5945946
0.5,1.4,0.5,17,200,236.50,1.33,178.1544256
0.5,1.5,0.5,17,200,248.80,1.36,182.9411765
0.5,1.6,0.5,17,200,260.80,1.39,187.1546466
0.5,1.7,0.5,17,200,273.00,1.43,191.3104415
0.5,1.8,0.5,17,200,285.10,1.47,194.6075085
0.5,1.9,0.5,17,200,296.70,1.50,198.3951856
0.5,2,0.5,17,200,308.90,1.53,202.4246396
0.5,2.1,0.5,17,200,320.00,1.54,208.0624187
0.5,2.2,0.5,17,200,333.00,1.55,214.8387097
0.5,2.3,0.5,17,200,343.60,1.58,218.1587302
0.5,2.4,0.5,17,200,356.00,1.60,222.8482003
0.5,2.5,0.5,17,200,367.10,1.62,226.6049383
0.5,2.6,0.5,17,200,377.40,1.64,229.9116662
0.5,2.7,0.5,17,200,388.40,1.66,233.5538184
0.5,2.8,0.5,17,200,398.50,1.68,237.3436569
0.5,2.9,0.5,17,200,408.10,1.70,239.9882388
0.5,3,0.5,17,200,419.30,1.72,243.495935
0.5,1,1,17,200,225.40,1.16,194.6459413
0.5,1.1,1,17,200,238.30,1.20,198.9148581
0.5,1.2,1,17,200,252.90,1.24,204.2810985
0.5,1.3,1,17,200,264.70,1.29,204.5595054
0.5,1.4,1,17,200,277.50,1.35,205.5555556
0.5,1.5,1,17,200,290.00,1.41,205.0919378
0.5,1.6,1,17,200,301.80,1.46,206.3589744
0.5,1.7,1,17,200,316.40,1.51,209.3977498
0.5,1.8,1,17,200,331.30,1.56,211.8286445
0.5,1.9,1,17,200,344.00,1.62,212.7396413
0.5,2,1,17,200,351.90,1.68,209.9642005
0.5,2.1,1,17,200,364.30,1.70,213.7910798
0.5,2.2,1,17,200,375.40,1.73,216.743649
0.5,2.3,1,17,200,391.80,1.77,221.1060948
0.5,2.4,1,17,200,406.30,1.81,224.2273731
0.5,2.5,1,17,200,416.00,1.85,224.5008095
0.5,2.6,1,17,200,426.70,1.89,226.1261261
0.5,2.7,1,17,200,432.00,1.92,224.8828735
0.5,2.8,1,17,200,441.80,1.94,227.4388674
0.5,2.9,1,17,200,457.00,1.96,232.688391
0.5,3,1,17,200,471.00,2.03,231.9054653
0.5,1.5,1.5,17,200,337.50,1.46,230.7692308
0.5,1.6,1.5,17,200,345.50,1.51,228.6565189
0.5,1.7,1.5,17,200,363.60,1.56,232.4808184
0.5,1.8,1.5,17,200,376.20,1.62,232.6530612
0.5,1.9,1.5,17,200,390.70,1.68,233.1145585
0.5,2,1.5,17,200,402.48,1.70,236.1971831
0.5,2.1,1.5,17,200,410.80,1.73,237.182448
0.5,2.2,1.5,17,200,413.90,1.77,233.5778781
0.5,2.3,1.5,17,200,433.50,1.81,239.2384106
0.5,2.4,1.5,17,200,446.00,1.85,240.6907717
0.5,2.5,1.5,17,200,455.10,1.89,241.1764706
0.5,2.6,1.5,17,200,467.70,1.92,243.4669443
0.5,2.7,1.5,17,200,476.20,1.94,245.1480051
0.5,2.8,1.5,17,200,488.80,1.96,248.8798371
0.5,2.9,1.5,17,200,499.10,2.04,244.417238
0.5,3,1.5,17,200,507.90,2.12,239.5754717
0.5,2,2,17,200,433.90,1.69,257.5074184
0.5,2.1,2,17,200,448.40,1.71,261.9158879
0.5,2.2,2,17,200,455.80,1.79,254.4946957
0.5,2.3,2,17,200,463.70,1.82,254.5005488
0.5,2.4,2,17,200,475.60,1.89,251.5071391
0.5,2.5,2,17,200,485.70,1.95,249.4607088
0.5,2.6,2,17,200,496.00,2.01,246.5208748
0.5,2.7,2,17,200,520.40,2.05,253.6618654
0.5,2.8,2,17,200,529.30,2.09,253.1203673
0.5,2.9,2,17,200,535.20,2.14,250.4386888
0.5,3,2,17,200,549.30,2.18,251.6262025
0.5,2.5,2.5,17,200,519.60,2.15,241.5620642
0.5,2.6,2.5,17,200,531.40,2.19,242.537654
0.5,2.7,2.5,17,200,545.50,2.24,243.4181169
0.5,2.8,2.5,17,200,560.70,2.28,245.8132398
0.5,2.9,2.5,17,200,581.90,2.32,250.7109005
0.5,3,2.5,17,200,585.40,2.35,249.0004254
0.5,0.5,0.5,19,50,117.80,2.09,56.28284759
0.5,0.6,0.5,19,50,131.80,2.12,62.22851747
0.5,0.7,0.5,19,50,145.40,2.15,67.59646676
0.5,0.8,0.5,19,50,159.00,2.18,72.8021978
0.5,0.9,0.5,19,50,172.20,2.21,77.95382526
0.5,1,0.5,19,50,185.90,2.24,82.91703836
0.5,1.1,0.5,19,50,198.10,2.29,86.69584245
0.5,1.2,0.5,19,50,210.80,2.32,90.70567986
0.5,1.3,0.5,19,50,226.10,2.32,97.41490737
0.5,1.4,0.5,19,50,236.40,2.32,101.8087855
0.5,1.5,0.5,19,50,248.70,2.32,107.1059432
0.5,1.6,0.5,19,50,260.70,2.34,111.457888
0.5,1.7,0.5,19,50,272.90,2.34,116.6239316
0.5,1.8,0.5,19,50,285.10,2.34,121.7855617
0.5,1.9,0.5,19,50,296.70,2.35,126.4167022
0.5,2,0.5,19,50,309.30,2.35,131.393373
0.5,2.1,0.5,19,50,321.60,2.35,136.7346939
0.5,2.2,0.5,19,50,333.60,2.35,141.7162277
0.5,2.3,0.5,19,50,333.60,2.37,140.6408094
0.5,2.4,0.5,19,50,357.10,2.37,150.6115563
0.5,2.5,0.5,19,50,367.90,2.37,155.1665964
0.5,2.6,0.5,19,50,379.10,2.41,157.1073353
0.5,2.7,0.5,19,50,390.30,2.45,159.2411261
0.5,2.8,0.5,19,50,400.30,2.49,160.6340289
0.5,2.9,0.5,19,50,412.70,2.51,164.6190666
0.5,3,0.5,19,50,425.10,2.58,164.7036033
0.5,1,1,19,50,225.80,3.12,72.44145011
0.5,1.1,1,19,50,238.80,3.16,75.66539924
0.5,1.2,1,19,50,254.00,3.17,80.20208399
0.5,1.3,1,19,50,265.50,3.17,83.85975995
0.5,1.4,1,19,50,278.50,3.21,86.78716111
0.5,1.5,1,19,50,291.50,3.21,90.75342466
0.5,1.6,1,19,50,303.50,3.23,93.84662956
0.5,1.7,1,19,50,318.90,3.26,97.73214833
0.5,1.8,1,19,50,333.70,3.32,100.542332
0.5,1.9,1,19,50,346.70,3.32,104.3020457
0.5,2,1,19,50,357.15,3.36,106.2314099
0.5,2.1,1,19,50,367.60,3.41,107.6742824
0.5,2.2,1,19,50,378.70,3.44,110.2153667
0.5,2.3,1,19,50,395.10,3.46,114.3560058
0.5,2.4,1,19,50,410.40,3.48,117.9649325
0.5,2.5,1,19,50,420.50,3.52,119.3923907
0.5,2.6,1,19,50,431.80,3.57,121.0880538
0.5,2.7,1,19,50,437.60,3.60,121.623124
0.5,2.8,1,19,50,447.80,3.69,121.38791
0.5,2.9,1,19,50,462.20,3.66,126.3531985
0.5,3,1,19,50,476.50,3.69,129.2378628
0.5,1.5,1.5,19,50,341.00,2.78,122.573688
0.5,1.6,1.5,19,50,349.50,2.80,124.732334
0.5,1.7,1.5,19,50,368.00,2.84,129.4862773
0.5,1.8,1.5,19,50,381.70,2.88,132.3968089
0.5,1.9,1.5,19,50,396.20,2.91,135.9643102
0.5,2,1.5,19,50,408.10,2.95,138.2921044
0.5,2.1,1.5,19,50,417.40,2.97,140.3969055
0.5,2.2,1.5,19,50,421.10,3.09,136.1901682
0.5,2.3,1.5,19,50,440.70,3.12,141.25
0.5,2.4,1.5,19,50,453.50,3.16,143.403744
0.5,2.5,1.5,19,50,462.80,3.25,142.3561981
0.5,2.6,1.5,19,50,475.50,3.30,144.3095599
0.5,2.7,1.5,19,50,484.20,3.30,146.6828234
0.5,2.8,1.5,19,50,497.20,3.35,148.4622275
0.5,2.9,1.5,19,50,507.80,3.40,149.4848396
0.5,3,1.5,19,50,516.90,3.53,146.555146
0.5,2,2,19,50,442.70,3.22,137.6126826
0.5,2.1,2,19,50,457.50,3.35,136.52641
0.5,2.2,2,19,50,465.10,3.46,134.3055154
0.5,2.3,2,19,50,473.60,3.57,132.5496781
0.5,2.4,2,19,50,486.60,3.62,134.5313796
0.5,2.5,2,19,50,497.50,3.74,132.9858327
0.5,2.6,2,19,50,510.50,3.78,134.910148
0.5,2.7,2,19,50,530.30,3.81,139.1498294
0.5,2.8,2,19,50,539.70,3.84,140.4737116
0.5,2.9,2,19,50,546.50,3.90,140.0563813
0.5,3,2,19,50,560.90,3.99,140.4708239
0.5,2.5,2.5,19,50,533.60,4.17,127.8390034
0.5,2.6,2.5,19,50,545.70,4.29,127.3512252
0.5,2.7,2.5,19,50,560.30,4.48,125.0390538
0.5,2.8,2.5,19,50,575.70,4.67,123.1707317
0.5,2.9,2.5,19,50,595.80,4.68,127.2804956
0.5,3,2.5,19,50,600.60,4.77,125.8064516
0.5,0.5,0.5,19,100,117.80,1.19,99.15824916
0.5,0.6,0.5,19,100,131.80,1.19,110.4777871
0.5,0.7,0.5,19,100,145.40,1.22,119.6313971
0.5,0.8,0.5,19,100,159.00,1.28,123.9282931
0.5,0.9,0.5,19,100,172.20,1.29,133.1786543
0.5,1,0.5,19,100,185.90,1.31,141.6920732
0.5,1.1,0.5,19,100,198.10,1.35,147.1221686
0.5,1.2,0.5,19,100,210.80,1.38,152.6430123
0.5,1.3,0.5,19,100,226.10,1.42,158.7780899
0.5,1.4,0.5,19,100,236.40,1.48,160
0.5,1.5,0.5,19,100,248.70,1.53,162.4428478
0.5,1.6,0.5,19,100,260.70,1.58,164.843503
0.5,1.7,0.5,19,100,272.90,1.63,167.2181373
0.5,1.8,0.5,19,100,285.10,1.69,168.5984624
0.5,1.9,0.5,19,100,296.70,1.73,171.8505647
0.5,2,0.5,19,100,309.30,1.76,175.53916
0.5,2.1,0.5,19,100,321.60,1.80,178.9649416
0.5,2.2,0.5,19,100,333.60,1.83,182.0960699
0.5,2.3,0.5,19,100,333.60,1.88,177.1640998
0.5,2.4,0.5,19,100,357.10,1.91,186.7189542
0.5,2.5,0.5,19,100,367.90,1.94,189.4438723
0.5,2.6,0.5,19,100,379.10,1.97,192.8771305
0.5,2.7,0.5,19,100,390.30,1.99,196.2292609
0.5,2.8,0.5,19,100,400.30,2.06,194.1319108
0.5,2.9,0.5,19,100,412.70,2.17,190.4036909
0.5,3,0.5,19,100,425.10,2.27,187.0215574
0.5,1,1,19,100,225.80,2.15,104.9744305
0.5,1.1,1,19,100,238.80,2.18,109.4408799
0.5,1.2,1,19,100,254.00,2.22,114.6726862
0.5,1.3,1,19,100,265.50,2.25,117.8428762
0.5,1.4,1,19,100,278.50,2.28,122.0955721
0.5,1.5,1,19,100,291.50,2.30,126.6840504
0.5,1.6,1,19,100,303.50,2.31,131.1156712
0.5,1.7,1,19,100,318.90,2.33,136.9551213
0.5,1.8,1,19,100,333.70,2.34,142.866317
0.5,1.9,1,19,100,346.70,2.34,147.9726846
0.5,2,1,19,100,357.15,2.38,150.1892347
0.5,2.1,1,19,100,367.60,2.40,153.1347636
0.5,2.2,1,19,100,378.70,2.42,156.2938506
0.5,2.3,1,19,100,395.10,2.47,160.0567146
0.5,2.4,1,19,100,410.40,2.51,163.2458234
0.5,2.5,1,19,100,420.50,2.55,164.8373187
0.5,2.6,1,19,100,431.80,2.62,165.0296197
0.5,2.7,1,19,100,437.60,2.68,163.1618195
0.5,2.8,1,19,100,447.80,2.71,165.0875576
0.5,2.9,1,19,100,462.20,2.74,168.5016405
0.5,3,1,19,100,476.50,2.77,171.7736121
0.5,1.5,1.5,19,100,341.00,2.44,139.6396396
0.5,1.6,1.5,19,100,349.50,2.54,137.4360991
0.5,1.7,1.5,19,100,368.00,2.59,142.0849421
0.5,1.8,1.5,19,100,381.70,2.61,146.0214231
0.5,1.9,1.5,19,100,396.20,2.65,149.3966817
0.5,2,1.5,19,100,408.10,2.68,152.0491803
0.5,2.1,1.5,19,100,417.40,2.70,154.4210137
0.5,2.2,1.5,19,100,421.10,2.74,153.8545853
0.5,2.3,1.5,19,100,440.70,2.77,159.0400577
0.5,2.4,1.5,19,100,453.50,2.79,162.7197704
0.5,2.5,1.5,19,100,462.80,2.81,164.4633973
0.5,2.6,1.5,19,100,475.50,2.89,164.7038448
0.5,2.7,1.5,19,100,484.20,2.92,165.5950752
0.5,2.8,1.5,19,100,497.20,2.96,167.8595544
0.5,2.9,1.5,19,100,507.80,3.04,167.0394737
0.5,3,1.5,19,100,516.90,3.12,165.6730769
0.5,2,2,19,100,442.70,2.90,152.8132551
0.5,2.1,2,19,100,457.50,2.96,154.4564483
0.5,2.2,2,19,100,465.10,3.10,149.8389175
0.5,2.3,2,19,100,473.60,3.11,152.136203
0.5,2.4,2,19,100,486.60,3.23,150.7902076
0.5,2.5,2,19,100,497.50,3.26,152.5605642
0.5,2.6,2,19,100,510.50,3.31,154.043452
0.5,2.7,2,19,100,530.30,3.36,157.7804225
0.5,2.8,2,19,100,539.70,3.41,158.1770223
0.5,2.9,2,19,100,546.50,3.49,156.5005727
0.5,3,2,19,100,560.90,3.54,158.3121648
0.5,2.5,2.5,19,100,533.60,3.52,151.4618223
0.5,2.6,2.5,19,100,545.70,3.63,150.2477974
0.5,2.7,2.5,19,100,560.30,3.64,153.886295
0.5,2.8,2.5,19,100,575.70,3.65,157.7260274
0.5,2.9,2.5,19,100,595.80,3.69,161.5509761
0.5,3,2.5,19,100,600.60,3.74,160.5882353
0.5,0.5,0.5,19,150,117.80,1.20,98.08492923
0.5,0.6,0.5,19,150,131.80,1.23,106.8937551
0.5,0.7,0.5,19,150,145.40,1.25,115.9489633
0.5,0.8,0.5,19,150,159.00,1.28,123.9282931
0.5,0.9,0.5,19,150,172.20,1.37,125.418791
0.5,1,0.5,19,150,185.90,1.39,133.837293
0.5,1.1,0.5,19,150,198.10,1.43,138.9687829
0.5,1.2,0.5,19,150,210.80,1.46,144.1860465
0.5,1.3,0.5,19,150,226.10,1.48,152.3584906
0.5,1.4,0.5,19,150,236.40,1.51,156.8159204
0.5,1.5,0.5,19,150,248.70,1.53,162.4428478
0.5,1.6,0.5,19,150,260.70,1.57,165.7342657
0.5,1.7,0.5,19,150,272.90,1.63,167.3206622
0.5,1.8,0.5,19,150,285.10,1.69,168.3992912
0.5,1.9,0.5,19,150,296.70,1.73,171.2060012
0.5,2,0.5,19,150,309.30,1.77,174.4500846
0.5,2.1,0.5,19,150,321.60,1.81,177.8761062
0.5,2.2,0.5,19,150,333.60,1.84,181.0092241
0.5,2.3,0.5,19,150,333.60,1.88,177.2582359
0.5,2.4,0.5,19,150,357.10,1.92,186.2806468
0.5,2.5,0.5,19,150,367.90,1.95,188.4733607
0.5,2.6,0.5,19,150,379.10,2.00,189.3606394
0.5,2.7,0.5,19,150,390.30,2.05,190.2046784
0.5,2.8,0.5,19,150,400.30,2.12,188.7317303
0.5,2.9,0.5,19,150,412.70,2.19,188.2755474
0.5,3,0.5,19,150,425.10,2.26,187.8479894
0.5,1,1,19,150,225.80,1.46,154.3403964
0.5,1.1,1,19,150,238.80,1.49,160.5378151
0.5,1.2,1,19,150,254.00,1.51,167.989418
0.5,1.3,1,19,150,265.50,1.54,172.1789883
0.5,1.4,1,19,150,278.50,1.57,177.1628499
0.5,1.5,1,19,150,291.50,1.62,179.6056685
0.5,1.6,1,19,150,303.50,1.65,183.6055656
0.5,1.7,1,19,150,318.90,1.72,185.8391608
0.5,1.8,1,19,150,333.70,1.78,187.5772906
0.5,1.9,1,19,150,346.70,1.80,192.3973363
0.5,2,1,19,150,357.15,1.84,194.4202504
0.5,2.1,1,19,150,367.60,1.87,196.3675214
0.5,2.2,1,19,150,378.70,1.93,196.0652343
0.5,2.3,1,19,150,395.10,1.99,198.4429935
0.5,2.4,1,19,150,410.40,2.08,197.0235238
0.5,2.5,1,19,150,420.50,2.11,199.1003788
0.5,2.6,1,19,150,431.80,2.14,201.6814573
0.5,2.7,1,19,150,437.60,2.21,197.8300181
0.5,2.8,1,19,150,447.80,2.28,196.1454227
0.5,2.9,1,19,150,462.20,2.30,201.2189813
0.5,3,1,19,150,476.50,2.36,201.8640119
0.5,1.5,1.5,19,150,341.00,1.80,189.0243902
0.5,1.6,1.5,19,150,349.50,1.81,192.6681367
0.5,1.7,1.5,19,150,368.00,1.87,196.5811966
0.5,1.8,1.5,19,150,381.70,1.89,201.744186
0.5,1.9,1.5,19,150,396.20,1.90,208.0882353
0.5,2,1.5,19,150,408.10,1.92,213.1070496
0.5,2.1,1.5,19,150,417.40,1.96,212.7420999
0.5,2.2,1.5,19,150,421.10,1.98,212.8918099
0.5,2.3,1.5,19,150,440.70,2.07,212.7957508
0.5,2.4,1.5,19,150,453.50,2.12,213.8142386
0.5,2.5,1.5,19,150,462.80,2.18,212.0018323
0.5,2.6,1.5,19,150,475.50,2.21,215.4508382
0.5,2.7,1.5,19,150,484.20,2.25,215.008881
0.5,2.8,1.5,19,150,497.20,2.30,216.0799652
0.5,2.9,1.5,19,150,507.80,2.36,215.0783566
0.5,3,1.5,19,150,516.90,2.39,216.1856964
0.5,2,2,19,150,442.70,2.03,217.7570093
0.5,2.1,2,19,150,457.50,2.09,218.8995215
0.5,2.2,2,19,150,465.10,2.18,213.0554283
0.5,2.3,2,19,150,473.60,2.21,214.0081338
0.5,2.4,2,19,150,486.60,2.27,213.9841689
0.5,2.5,2,19,150,497.50,2.29,217.3058443
0.5,2.6,2,19,150,510.50,2.32,219.6643718
0.5,2.7,2,19,150,530.30,2.38,222.6280437
0.5,2.8,2,19,150,539.70,2.43,222.0074044
0.5,2.9,2,19,150,546.50,2.49,219.8310539
0.5,3,2,19,150,560.90,2.52,222.3147047
0.5,2.5,2.5,19,150,533.60,2.75,193.9658306
0.5,2.6,2.5,19,150,545.70,2.76,197.6457805
0.5,2.7,2.5,19,150,560.30,2.79,200.5368647
0.5,2.8,2.5,19,150,575.70,2.83,203.2838983
0.5,2.9,2.5,19,150,595.80,2.88,206.8031933
0.5,3,2.5,19,150,600.60,2.92,205.8259082
0.5,0.5,0.5,19,200,117.80,1.12,104.8975957
0.5,0.6,0.5,19,200,131.80,1.14,115.5127082
0.5,0.7,0.5,19,200,145.40,1.15,126.1058109
0.5,0.8,0.5,19,200,159.00,1.18,134.2905405
0.5,0.9,0.5,19,200,172.20,1.21,142.1965318
0.5,1,0.5,19,200,185.90,1.21,153.5094963
0.5,1.1,0.5,19,200,198.10,1.25,158.1005587
0.5,1.2,0.5,19,200,210.80,1.29,163.0317092
0.5,1.3,0.5,19,200,226.10,1.31,173.256705
0.5,1.4,0.5,19,200,236.40,1.34,176.7476636
0.5,1.5,0.5,19,200,248.70,1.37,181.5328467
0.5,1.6,0.5,19,200,260.70,1.40,186.414015
0.5,1.7,0.5,19,200,272.90,1.43,191.2403644
0.5,1.8,0.5,19,200,285.10,1.47,194.6075085
0.5,1.9,0.5,19,200,296.70,1.50,198.3951856
0.5,2,0.5,19,200,309.30,1.53,202.6867628
0.5,2.1,0.5,19,200,321.60,1.54,209.1027308
0.5,2.2,0.5,19,200,333.60,1.55,215.2258065
0.5,2.3,0.5,19,200,333.60,1.58,211.8095238
0.5,2.4,0.5,19,200,357.10,1.61,222.1461897
0.5,2.5,0.5,19,200,367.90,1.64,224.3292683
0.5,2.6,0.5,19,200,379.10,1.67,227.4827483
0.5,2.7,0.5,19,200,390.30,1.69,230.5375074
0.5,2.8,0.5,19,200,400.30,1.73,231.5211105
0.5,2.9,0.5,19,200,412.70,1.79,231.1397368
0.5,3,0.5,19,200,425.10,1.84,230.781759
0.5,1,1,19,200,225.80,1.25,180.9294872
0.5,1.1,1,19,200,238.80,1.31,182.2205265
0.5,1.2,1,19,200,254.00,1.37,184.9963583
0.5,1.3,1,19,200,265.50,1.43,185.1464435
0.5,1.4,1,19,200,278.50,1.48,187.8583474
0.5,1.5,1,19,200,291.50,1.53,190.3984324
0.5,1.6,1,19,200,303.50,1.58,191.6035354
0.5,1.7,1,19,200,318.90,1.64,194.8075748
0.5,1.8,1,19,200,333.70,1.69,197.2222222
0.5,1.9,1,19,200,346.70,1.72,201.9219569
0.5,2,1,19,200,357.15,1.74,205.0229621
0.5,2.1,1,19,200,367.60,1.78,206.8655037
0.5,2.2,1,19,200,378.70,1.81,208.995585
0.5,2.3,1,19,200,395.10,1.87,211.1704971
0.5,2.4,1,19,200,410.40,1.91,215.320042
0.5,2.5,1,19,200,420.50,1.94,216.6409067
0.5,2.6,1,19,200,431.80,1.98,218.4669871
0.5,2.7,1,19,200,437.60,2.01,217.4950298
0.5,2.8,1,19,200,447.80,2.09,213.9512661
0.5,2.9,1,19,200,462.20,2.14,215.6789547
0.5,3,1,19,200,476.50,2.19,217.2822617
0.5,1.5,1.5,19,200,341.00,1.51,225.6783587
0.5,1.6,1.5,19,200,349.50,1.56,224.3980738
0.5,1.7,1.5,19,200,368.00,1.60,229.4264339
0.5,1.8,1.5,19,200,381.70,1.67,228.9742052
0.5,1.9,1.5,19,200,396.20,1.70,232.4435318
0.5,2,1.5,19,200,408.10,1.74,234.2709529
0.5,2.1,1.5,19,200,417.40,1.79,233.5758254
0.5,2.2,1.5,19,200,421.10,1.83,229.8580786
0.5,2.3,1.5,19,200,440.70,1.86,236.8081677
0.5,2.4,1.5,19,200,453.50,1.89,239.820201
0.5,2.5,1.5,19,200,462.80,1.92,240.9161895
0.5,2.6,1.5,19,200,475.50,1.96,243.2225064
0.5,2.7,1.5,19,200,484.20,1.99,243.438914
0.5,2.8,1.5,19,200,497.20,2.07,239.96139
0.5,2.9,1.5,19,200,507.80,2.16,234.6580407
0.5,3,1.5,19,200,516.90,2.20,234.6345892
0.5,2,2,19,200,442.70,1.70,259.9530241
0.5,2.1,2,19,200,457.50,1.73,263.8408304
0.5,2.2,2,19,200,465.10,1.81,256.6777042
0.5,2.3,2,19,200,473.60,1.88,252.1831736
0.5,2.4,2,19,200,486.60,1.94,251.3429752
0.5,2.5,2,19,200,497.50,1.99,249.6236829
0.5,2.6,2,19,200,510.50,2.07,246.2614568
0.5,2.7,2,19,200,530.30,2.15,246.3074779
0.5,2.8,2,19,200,539.70,2.18,247.2285845
0.5,2.9,2,19,200,546.50,2.20,248.0708125
0.5,3,2,19,200,560.90,2.24,250.0668747
0.5,2.5,2.5,19,200,533.60,2.34,227.6450512
0.5,2.6,2.5,19,200,545.70,2.37,229.8652064
0.5,2.7,2.5,19,200,560.30,2.42,231.6246383
0.5,2.8,2.5,19,200,575.70,2.44,236.2330735
0.5,2.9,2.5,19,200,595.80,2.52,236.2410785
0.5,3,2.5,19,200,600.60,2.57,233.4240187
0.5,0.5,0.5,21,50,118.00,2.11,55.84477047
0.5,0.6,0.5,21,50,132.10,2.13,62.07706767
0.5,0.7,0.5,21,50,145.70,2.16,67.42248959
0.5,0.8,0.5,21,50,159.30,2.19,72.7065267
0.5,0.9,0.5,21,50,172.40,2.21,78.04436397
0.5,1,0.5,21,50,185.90,2.25,82.76936776
0.5,1.1,0.5,21,50,198.20,2.29,86.73960613
0.5,1.2,0.5,21,50,210.90,2.31,91.14088159
0.5,1.3,0.5,21,50,222.40,2.32,95.82076691
0.5,1.4,0.5,21,50,236.60,2.32,101.8949182
0.5,1.5,0.5,21,50,259.00,2.32,111.5417743
0.5,1.6,0.5,21,50,261.30,2.34,111.7144079
0.5,1.7,0.5,21,50,273.70,2.34,116.9158479
0.5,1.8,0.5,21,50,286.50,2.34,122.2269625
0.5,1.9,0.5,21,50,298.70,2.36,126.7288927
0.5,2,0.5,21,50,310.90,2.36,131.5143824
0.5,2.1,0.5,21,50,322.70,2.36,136.6215072
0.5,2.2,0.5,21,50,334.90,2.38,140.4781879
0.5,2.3,0.5,21,50,346.80,2.39,144.9832776
0.5,2.4,0.5,21,50,358.80,2.40,149.3133583
0.5,2.5,0.5,21,50,370.80,2.45,151.2851897
0.5,2.6,0.5,21,50,382.60,2.48,154.0257649
0.5,2.7,0.5,21,50,394.00,2.51,156.9095978
0.5,2.8,0.5,21,50,414.60,2.56,161.8266979
0.5,2.9,0.5,21,50,422.25,2.59,163.3462282
0.5,3,0.5,21,50,429.90,2.63,163.3979475
0.5,1,1,21,50,227.50,2.26,100.619195
0.5,1.1,1,21,50,241.20,2.30,105.0522648
0.5,1.2,1,21,50,256.90,2.31,111.3567404
0.5,1.3,1,21,50,268.60,2.34,114.6883006
0.5,1.4,1,21,50,282.00,2.39,118.2389937
0.5,1.5,1,21,50,295.80,2.44,121.1798443
0.5,1.6,1,21,50,307.80,2.46,125.1422996
0.5,1.7,1,21,50,324.20,2.47,131.3614263
0.5,1.8,1,21,50,339.40,2.50,135.6514788
0.5,1.9,1,21,50,352.80,2.52,140.0555776
0.5,2,1,21,50,361.50,2.58,139.9535424
0.5,2.1,1,21,50,375.10,2.64,141.9757759
0.5,2.2,1,21,50,386.50,2.69,143.6802974
0.5,2.3,1,21,50,402.90,2.74,146.9365427
0.5,2.4,1,21,50,418.60,2.79,150.1973448
0.5,2.5,1,21,50,429.80,2.87,149.7039359
0.5,2.6,1,21,50,441.90,2.98,148.1394569
0.5,2.7,1,21,50,448.90,3.09,145.1811125
0.5,2.8,1,21,50,459.60,3.14,146.2762572
0.5,2.9,1,21,50,474.00,3.22,147.0223325
0.5,3,1,21,50,487.90,3.26,149.7544506
0.5,1.5,1.5,21,50,348.40,2.81,123.8975818
0.5,1.6,1.5,21,50,358.00,2.83,126.4124294
0.5,1.7,1.5,21,50,376.50,2.86,131.5513627
0.5,1.8,1.5,21,50,391.00,2.91,134.225884
0.5,1.9,1.5,21,50,406.70,2.93,138.6162236
0.5,2,1.5,21,50,419.30,2.98,140.6574975
0.5,2.1,1.5,21,50,430.00,3.05,140.8912189
0.5,2.2,1.5,21,50,435.50,3.19,136.4348371
0.5,2.3,1.5,21,50,454.20,3.22,140.9683426
0.5,2.4,1.5,21,50,467.70,3.24,144.2450037
0.5,2.5,1.5,21,50,477.50,3.35,142.4947777
0.5,2.6,1.5,21,50,490.90,3.40,144.5949926
0.5,2.7,1.5,21,50,500.40,3.41,146.6588511
0.5,2.8,1.5,21,50,513.40,3.45,148.8547405
0.5,2.9,1.5,21,50,524.30,3.49,150.3584743
0.5,3,1.5,21,50,534.00,3.58,149.2871121
0.5,2,2,21,50,461.10,3.42,134.9034523
0.5,2.1,2,21,50,475.90,3.45,137.8221836
0.5,2.2,2,21,50,484.10,3.57,135.5263158
0.5,2.3,2,21,50,493.90,3.61,136.7689411
0.5,2.4,2,21,50,506.60,3.68,137.5509096
0.5,2.5,2,21,50,518.40,3.72,139.2425463
0.5,2.6,2,21,50,532.00,3.80,140.073723
0.5,2.7,2,21,50,550.70,3.85,143.1505069
0.5,2.8,2,21,50,561.10,3.90,143.7243852
0.5,2.9,2,21,50,568.80,3.93,144.6592065
0.5,3,2,21,50,583.60,4.05,144.0276407
0.5,2.5,2.5,21,50,561.50,4.33,129.5569912
0.5,2.6,2.5,21,50,574.20,4.34,132.4567474
0.5,2.7,2.5,21,50,589.50,4.56,129.4182217
