PGA(g),B(m),DF(m),Y(kN/m3),Beban(kN),SF
0.0,3.0,1.0,21,100,3.21
0.0,0.5,0.5,19,100,1.51
0.0,2.6,1.0,17,100,2.86
1.0,2.3,1.5,19,50,2.086
0.0,2.6,1.0,17,150,2.38
1.0,2.7,2.0,19,200,1.81
0.0,1.9,1.0,21,150,2.23
0.5,2.2,1.5,19,50,3.09
0.1,3.0,2.5,19,100,4.22
0.1,2.1,1.5,21,100,2.79
0.1,2.0,0.5,21,100,1.84
1.0,3.0,1.5,21,150,2.08
0.1,1.1,1.0,21,100,2.12
1.0,2.9,1.0,21,150,1.94
0.1,1.7,1.0,17,150,1.79
0.1,2.9,1.5,21,50,4.29
1.0,1.8,1.0,19,200,1.47
0.5,1.6,1.0,19,150,1.65
1.0,0.6,0.5,21,100,1.18
0.1,3.0,2.5,21,100,4.28
0.0,2.2,1.5,21,150,2.69
0.1,2.6,2.0,19,200,2.19
0.5,1.1,1.0,19,50,3.16
0.0,0.6,0.5,21,50,2.5
0.0,0.6,0.5,17,50,2.46
0.5,0.5,0.5,17,200,1.1
0.0,2.6,1.5,21,50,4.61
1.0,2.5,2.5,21,150,2.56
1.0,2.3,1.0,17,100,1.97
0.1,2.0,1.0,21,50,3.44
1.0,2.1,2.0,17,200,1.48
1.0,2.3,0.5,19,200,1.44
1.0,2.2,0.5,19,200,1.39
1.0,2.9,1.5,21,50,2.38
0.1,1.6,0.5,19,50,2.68
1.0,2.2,1.5,21,100,2.21
0.5,1.4,0.5,19,200,1.34
0.1,0.5,0.5,19,200,1.17
0.1,1.8,0.5,21,200,1.68
0.1,2.1,0.5,17,150,1.8
1.0,2.9,0.5,19,100,1.72
1.0,1.3,1.0,21,150,1.48
0.1,1.5,1.0,21,50,3.27
1.0,1.0,0.5,19,200,1.14
0.5,2.9,2.5,17,50,4.33
0.0,2.8,0.5,21,50,3.88
0.0,2.7,1.0,21,50,4.34
0.1,2.5,1.5,17,200,1.96
1.0,2.1,0.5,21,100,1.55
0.0,2.8,2.5,17,200,2.57
0.0,1.3,0.5,21,50,2.7
0.1,2.5,2.5,19,100,3.78
0.1,2.3,1.0,19,150,2.18
0.0,2.6,2.0,21,50,4.95
1.0,2.7,2.0,19,150,2.21
0.1,0.7,0.5,19,50,2.39
0.1,1.3,0.5,21,150,1.69
0.1,1.7,0.5,17,50,2.66
0.5,1.9,1.0,21,100,2.3
0.5,2.4,1.0,21,100,2.43
0.1,1.0,1.0,19,50,3.46
0.1,2.4,1.0,19,100,2.64
0.1,1.6,1.5,19,100,2.73
1.0,2.1,0.5,19,100,1.54
0.5,2.8,2.5,17,200,2.28
1.0,2.7,0.5,19,100,1.66
0.1,2.4,1.5,19,150,2.43
1.0,2.7,1.5,19,150,2.09
0.5,2.2,1.0,17,100,2.21
0.1,1.4,0.5,19,200,1.45
0.1,2.0,2.0,21,50,3.93
0.1,2.5,2.5,19,50,5.51
1.0,2.6,1.5,21,150,1.89
1.0,0.9,0.5,21,200,1.14
0.1,2.7,1.0,21,50,3.68
0.1,1.6,0.5,17,100,1.56
0.0,2.6,2.5,21,100,4.45
0.5,2.1,1.5,21,100,2.64
1.0,2.5,0.5,17,150,1.61
0.1,2.8,2.5,19,200,2.62
0.5,2.8,1.0,21,50,3.14
0.5,1.4,0.5,21,150,1.52
0.5,2.2,2.0,21,50,3.57
0.1,2.7,1.5,21,150,2.6
1.0,2.1,1.0,17,200,1.5
1.0,1.8,1.0,19,100,2.14
0.1,2.6,1.0,21,100,2.64
0.1,2.0,2.0,17,150,2.1
0.5,1.7,0.5,21,50,2.34
0.1,2.4,0.5,17,100,1.96
0.0,2.8,1.5,19,150,2.88
1.0,2.6,1.0,19,50,1.73
0.1,2.9,2.5,21,50,5.16
0.5,2.7,2.5,21,150,2.96
1.0,2.2,0.5,21,150,1.54
1.0,2.2,1.0,19,200,1.59
0.5,2.0,1.5,19,200,1.74
0.1,2.8,2.5,21,100,4.05
0.5,0.8,0.5,17,50,2.28
0.0,2.0,0.5,17,100,1.97
0.1,2.8,1.5,17,50,4.19
0.0,0.8,0.5,19,200,1.28
1.0,1.6,1.0,19,100,2.09
0.5,2.7,2.0,21,150,2.53
0.0,2.0,2.0,21,150,2.53
1.0,3.0,1.0,21,100,2.32
0.1,2.8,1.0,19,150,2.55
1.0,2.7,1.5,17,50,1.9
1.0,3.0,0.5,21,100,1.77
0.1,2.5,1.0,21,200,2.14
0.1,2.9,2.5,17,50,5.53
0.0,3.0,1.0,17,150,2.58
0.0,2.9,2.0,19,50,5.28
0.5,2.6,1.0,21,200,2.03
0.0,2.7,2.0,21,150,3.05
0.0,2.8,2.5,19,50,6.3
0.5,1.9,0.5,21,200,1.51
1.0,1.1,0.5,21,150,1.26
1.0,1.4,0.5,19,100,1.33
0.1,2.5,2.0,17,50,4.29
0.5,1.8,1.5,21,100,2.53
0.1,2.9,1.0,19,150,2.61
0.5,2.5,0.5,21,100,1.98
0.1,0.5,0.5,17,50,2.25
0.1,1.8,1.5,19,200,1.72
0.5,2.1,1.5,21,150,1.99
0.1,2.3,1.5,21,200,2.12
0.5,1.6,0.5,21,150,1.58
0.5,2.3,2.0,17,150,1.97
0.0,0.9,0.5,21,150,1.51
0.1,2.8,2.0,21,100,3.75
1.0,2.9,1.0,21,100,2.28
0.5,2.2,1.5,19,150,1.98
0.0,2.7,0.5,19,150,2.5
1.0,3.0,2.5,17,150,2.46
1.0,2.1,2.0,17,150,1.66
1.0,2.2,0.5,17,100,1.55
0.0,2.7,1.5,21,100,3.37
0.1,2.8,0.5,21,200,2.06
0.0,2.4,1.0,17,150,2.3
0.5,2.7,0.5,17,200,1.66
1.0,2.7,1.5,17,150,1.84
0.5,1.3,0.5,17,150,1.41
1.0,3.0,0.5,17,150,1.72
0.5,2.2,1.0,19,50,3.44
1.0,2.5,1.0,21,50,1.73
0.1,2.0,1.0,21,150,2.16
0.0,2.6,1.5,19,50,4.64
0.5,2.1,0.5,19,100,1.8
0.0,2.3,0.5,19,100,2.19
0.1,2.3,0.5,21,100,1.99
0.0,2.8,2.0,19,50,5.24
0.5,0.5,0.5,21,100,1.19
0.1,0.7,0.5,19,200,1.21
0.1,2.6,1.0,17,150,2.06
1.0,1.9,0.5,17,200,1.2
0.1,2.3,1.5,19,150,2.38
0.5,2.3,1.5,21,100,2.73
0.5,1.1,1.0,17,100,1.83
0.1,1.6,1.0,17,150,1.77
0.1,1.2,0.5,19,100,1.44
0.5,1.3,0.5,21,50,2.32
0.0,2.1,2.0,17,50,4.26
0.5,3.0,1.5,17,100,2.93
0.1,2.8,1.5,17,150,2.26
1.0,2.9,2.0,17,150,2.09
0.0,1.7,0.5,19,150,1.88
0.0,2.7,1.5,19,50,4.69
0.5,2.6,2.5,17,200,2.19
0.0,2.7,1.0,21,100,2.96
0.5,2.9,0.5,19,50,2.51
0.0,2.8,2.0,21,100,4.2
0.1,2.0,1.0,17,100,2.34
0.0,2.9,2.5,21,150,3.76
0.0,2.2,0.5,19,50,3.28
0.5,1.5,1.5,21,150,1.81
0.5,2.8,0.5,19,100,2.06
0.1,2.4,1.5,17,50,3.95
0.1,2.6,2.5,17,200,2.28
1.0,1.8,0.5,21,50,1.58
0.0,2.3,1.5,19,100,3.17
1.0,3.0,1.5,19,100,2.7
0.0,2.0,0.5,21,150,2.13
0.5,2.8,2.5,19,50,4.67
0.1,1.9,1.0,17,50,3.37
0.5,2.9,1.5,17,50,3.21
0.0,2.5,1.0,17,150,2.32
0.0,0.6,0.5,17,150,1.36
0.1,2.7,1.5,19,200,2.13
0.5,2.5,1.5,21,150,2.2
0.5,1.7,1.5,19,150,1.87
0.0,3.0,1.5,21,50,4.91
0.1,2.8,1.5,19,150,2.58
0.1,1.4,0.5,17,150,1.48
0.5,2.1,1.5,21,50,3.05
1.0,2.6,0.5,19,200,1.5
0.1,2.9,1.5,17,50,4.2
1.0,1.7,1.0,17,150,1.51
1.0,2.4,0.5,19,200,1.48
0.1,2.2,2.0,19,200,1.97
0.5,1.9,1.0,17,50,2.41
1.0,1.6,1.0,17,200,1.33
0.5,1.8,0.5,19,50,2.34
0.0,1.8,1.0,17,50,3.53
0.0,2.3,1.5,21,100,3.12
0.5,2.7,2.5,19,200,2.42
1.0,2.7,1.5,19,200,1.69
0.1,2.2,1.0,19,150,2.13
1.0,2.7,1.0,17,100,2.08
0.1,1.4,1.0,19,100,2.32
0.5,2.7,1.5,17,150,1.96
0.1,0.8,0.5,19,100,1.37
1.0,2.2,2.0,17,50,2.21
0.5,2.0,1.5,21,50,2.98
1.0,2.5,1.5,19,150,1.99
0.5,2.9,0.5,21,200,1.86
0.5,2.5,1.0,17,100,2.3
0.0,0.6,0.5,17,200,1.2
0.5,2.9,1.5,17,100,2.87
0.5,2.7,1.0,19,100,2.68
0.0,2.4,1.0,19,200,2.31
0.5,1.9,1.0,19,150,1.8
0.1,2.2,0.5,19,50,2.98
0.5,2.2,1.5,17,200,1.77
1.0,1.3,0.5,17,50,1.48
0.5,2.5,2.0,17,100,2.73
0.0,1.1,0.5,21,50,2.63
1.0,2.0,1.0,21,50,1.57
1.0,0.7,0.5,19,50,1.48
0.1,1.3,0.5,19,200,1.41
0.5,3.0,2.5,21,200,2.83
0.1,2.4,2.0,17,200,1.98
1.0,2.2,1.0,21,100,2.15
0.1,2.7,1.5,21,200,2.32
0.0,0.7,0.5,19,200,1.24
1.0,1.4,1.0,21,200,1.33
0.5,1.9,0.5,21,150,1.74
1.0,2.9,1.0,17,100,2.14
0.0,1.3,1.0,17,150,2.02
0.1,3.0,1.0,21,150,2.74
0.1,2.0,0.5,17,50,2.8
0.5,1.1,1.0,21,150,1.47
1.0,1.1,1.0,21,50,1.3
0.5,1.5,1.5,17,100,2.12
1.0,3.0,2.0,21,150,2.37
0.5,2.9,2.5,19,200,2.52
0.1,2.6,1.0,17,100,2.52
0.0,2.5,2.5,19,100,4.27
1.0,1.6,1.0,21,100,2.04
1.0,2.9,0.5,17,50,1.49
0.0,1.1,1.0,21,100,2.26
0.5,2.8,1.5,19,50,3.35
0.0,2.6,0.5,17,50,3.43
1.0,3.0,0.5,19,150,1.85
0.0,2.7,1.5,19,100,3.37
0.1,2.1,2.0,17,150,2.12
0.5,0.9,0.5,19,100,1.29
0.0,2.6,2.5,21,200,2.9
0.1,2.0,0.5,17,200,1.7
0.5,1.7,1.0,19,150,1.72
0.5,2.1,1.5,21,200,1.84
1.0,2.9,1.0,19,200,1.82
0.1,2.6,2.5,19,150,3.12
0.5,2.8,2.0,19,100,3.41
0.0,1.7,1.5,21,100,2.86
1.0,2.5,0.5,19,150,1.61
0.1,1.0,0.5,21,100,1.43
0.0,1.8,1.5,17,100,2.65
1.0,2.3,1.5,21,150,1.8
1.0,2.3,1.0,17,50,1.52
1.0,1.9,1.5,17,200,1.47
1.0,0.9,0.5,19,200,1.12
0.5,2.3,1.5,17,150,1.8
0.1,2.6,1.0,19,150,2.38
0.0,1.5,0.5,19,50,2.88
0.1,2.2,1.0,17,200,1.77
0.0,2.3,2.0,19,100,3.65
0.5,1.4,0.5,17,200,1.33
0.1,2.2,1.0,21,50,3.5
1.0,2.0,1.5,17,150,1.6
1.0,1.7,0.5,21,200,1.3
0.1,2.3,1.5,17,100,2.65
0.1,1.5,0.5,17,150,1.51
0.1,1.9,0.5,19,50,2.83
0.0,2.8,1.5,21,150,2.98
1.0,2.4,2.0,19,200,1.72
1.0,2.2,1.5,17,200,1.54
